AAPB Unique Identifier (GUID),Type,Value,Timecode IN,Timecode OUT,Duration,dur_hh,dur_mm,dur_ss,seq_duration_SS,seq_duration_hh_mm_ss,Corpus,PBCore URL,AAPB URL,SonyCi ID,Filename,Source Org,Media Type,Title,Description,Genre,Creators,Source Format,Date Type,Date
cpb-aacip/500-s46h5k43,Sound quality,Classical Music,,,00:20:26,0.0,20.0,40.0,1210246,336:10:46,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_500-s46h5k43.pbcore,http://americanarchive.org/catalog/cpb-aacip_500-s46h5k43,57b9df38821a42edb033a3a217563399,cpb-aacip-500-s46h5k43.mp3,University of Maryland,Program,,"Detroit Symphony Orchestra concert series, recorded at the new riverfront
    Civic Center in Detroit. Paul Paray, conductor.",Music,University of Michigan|WUOM,1/4 inch audio tape,,
cpb-aacip/500-cv4bsz24,Sound quality,Classical Music,,,00:19:16,0.0,19.0,36.0,1211422,336:30:22,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_500-cv4bsz24.pbcore,http://americanarchive.org/catalog/cpb-aacip_500-cv4bsz24,85f93e5e146f4faa89bf7cefbf6a2139,cpb-aacip-500-cv4bsz24.mp3,University of Maryland,Series,,NER Concerts. This prog.: Deutsche Welle presents portions of the 1967 Mozart Festival at Wurzberg.,Music,"OrderedDict([(u'creator', u'Deutsche Welle'), (u'creatorRole', u'Producer')])",1/4 inch audio tape,,
cpb-aacip/500-v97zqw7r,Sound quality,Classical Music,,,00:24:52,0.0,25.0,21.0,1212943,336:55:43,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_500-v97zqw7r.pbcore,http://americanarchive.org/catalog/cpb-aacip_500-v97zqw7r,ccab2b3ffa5b4ebaba7c2a6b2f95bf06,cpb-aacip-500-v97zqw7r.mp3,University of Maryland,Series,,NER Concerts. This prog.: Deutsche Welle presents portions of the 1967 Mozart Festival at Wurzberg.,Music,"OrderedDict([(u'creator', u'Deutsche Welle'), (u'creatorRole', u'Producer')])",1/4 inch audio tape,,
cpb-aacip/500-mg7fw473,Sound quality,Classical Music,,,00:21:50,0.0,22.0,10.0,1214273,337:17:53,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_500-mg7fw473.pbcore,http://americanarchive.org/catalog/cpb-aacip_500-mg7fw473,6b59d5f40ae64f2f99a630cdfda5acdc,cpb-aacip-500-mg7fw473.mp3,University of Maryland,Series,,NER Concerts. This prog.: Deutsche Welle presents portions of the 1967 Mozart Festival at Wurzberg.,Music,"OrderedDict([(u'creator', u'Deutsche Welle'), (u'creatorRole', u'Producer')])",1/4 inch audio tape,,
cpb-aacip/15-1615f3s2,Sound quality,Classical Music,,,01:29:54,1.0,29.0,42.0,1219655,338:47:35,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-1615f3s2.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-1615f3s2,c1653a6aa9b840b8ab7c87f48ea26ea7,cpb-aacip-15-1615f3s2.mp3,MARS Source Creation Order,Series,,"Mozart: The Magic Flute, live from Salzburg",Performing Arts,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/106-87brv8r2,Sound quality,Classical Music,,,00:59:00,0.0,59.0,55.0,1223250,339:47:30,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_106-87brv8r2.pbcore,http://americanarchive.org/catalog/cpb-aacip_106-87brv8r2,0af3fb1d47894db485b263e66ed3aa52,cpb-aacip-106-87brv8r2.mp3,WGUC,Series,,"In this episode of ""My Turn,"" John Burge talks with Ted Striker, Director of Anesthesiology at Cincinnati Children's Hospital, about the history of anesthesiology and plays classical music related to the topic. The pieces played are Gentle Morpheus, by Handel; Waltz of the Cornflowers and the Poppies, from The Seasons, by Aleksander Glazunov ; March to the Scaffold, from Symphonie Fantastique, by Jean Franaix ; the overture to Bastien und Bastienne, by Mozart ; a scene from Romeo and Juliet, the ballet by Prokofiev ; and Operation for the Removal of a Stone, by Marin Marais.",Music,"Mozart, Wolfgang Amadeus, 1756-1791|Handel, George Frideric, 1685-1759|Glazunov, Aleksandr Konstantinovich, 1865-1936|Franaix, Jean, 1912-1997|Prokofiev, Sergey, 1891-1953|Marais, Marin, 1656-1728",1/4 inch audio tape,,
cpb-aacip/211-21ghxc95,Sound quality,Classical Music,,,01:00:00?,1.0,6.0,6.0,1227216,340:53:36,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_211-21ghxc95.pbcore,http://americanarchive.org/catalog/cpb-aacip_211-21ghxc95,7599992eb1a848eeb9f503d7e9c9b8e7,cpb-aacip-211-21ghxc95.mp3,VPR,Series,,"OrderedDict([(u'@descriptionType', u'Description'), ('#text', u'Barbara Wells performs at a benefit concert for Vermont Public Radio in\n    Burlington (Vermont). Wells was a consistent piano competition winner and by\n    age 16 she had had three performances as a soloist with a symphony\n    orchestra. The first work is The Fantasia in D Minor, kochel 397 by Wolfgang\n    Amadeus Mozart, followed by The Impromptu in F sharp by Frederic Chopin,\n    Doctor Gradus as Panassum, Serenade of a Doll, The Snow is Dancing by\n    Charles Debussy, and the Sonata for Piano by Bela Bartok.')])",Music,"Mozart, Wolfgang Amadeus, 1756-1791|Chopin, Frederic, 1810-1849|Debussy, Claude, 1862-1918|Bartok, Bela, 1881-1945",1/4 inch audio tape,,
cpb-aacip/211-94vhj360,Sound quality,Classical Music,,,01:00:00?,1.0,30.0,5.0,1232621,342:23:41,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_211-94vhj360.pbcore,http://americanarchive.org/catalog/cpb-aacip_211-94vhj360,3baed33ad52448e5819cb3802a86ef16,cpb-aacip-211-94vhj360.mp3,VPR,Series,,"OrderedDict([(u'@descriptionType', u'Episode'), ('#text', u'On this broadcast, a full length concert with the New Hampshire Music\n    Festival. Thomas Knee conductor and music director. The program includes\n    music by Wagner, Mozart, Haydn, and a world premiere performance of East of\n    the Beach by Robert Erickson. The orchestra is comprised of professional\n    musicians from all over New England, this concert was recorded at the\n    Meredith and Gilford High School Auditorium.')])",Music,"Mozart, Wolfgang Amadeus, 1756-1791|Haydn, Joseph, 1732-1809|Wagner, Richard, 1813-1883|Erickson, Robert, 1917-1997",1/4 inch audio tape,,
cpb-aacip/15-31qfv40d,Sound quality,Classical Music,,,01:31:41,1.0,31.0,41.0,1238122,343:55:22,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-31qfv40d.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-31qfv40d,63a0487634034fe48be3e544d764a5bc,cpb-aacip-15-31qfv40d.mp3,MARS Source Creation Order,Series,,"Bach- Sonata no. 5 in F, BWV 1018 Mozart- Sonata in B Flat, k. 378 Bartok-
    Rhapsody no. 1 Shumann- Sonata no. 2 in D, op. 121",Music,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-85n8q1p6,Sound quality,Classical Music,,,01:30:19,1.0,30.0,19.0,1243541,345:25:41,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-85n8q1p6.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-85n8q1p6,c6ccb896a1dc4508b55ba7c7e146a1f9,cpb-aacip-15-85n8q1p6.mp3,MARS Source Creation Order,Series,,"Bach- Sonata no. 5 in F, BWV 1018 Mozart- Sonata in B Flat, k. 378 Bartok-
    Rhapsody no. 1 Shumann- Sonata no. 2 in D, op. 121",Music,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-45q83p59,Sound quality,Classical Music,,,00:59:00,0.0,57.0,51.0,1247012,346:23:32,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-45q83p59.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-45q83p59,836848b33a34410ea52b34ad9419c3f8,cpb-aacip-15-45q83p59.mp3,MARS Source Creation Order,Series,,"Mozart- Sonata in Be Flat, K. 454 Brahms- Sonata no. 3 in D, op. 108",Music,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-343r2cjn,Sound quality,Classical Music,,,00:36:36,0.0,36.0,37.0,1249209,347:00:09,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-343r2cjn.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-343r2cjn,e98355ab919145e98bd4255aadc171c1,cpb-aacip-15-343r2cjn.mp3,MARS Source Creation Order,Series,,"Schubert - Symphony in B Minor(unfinished) Mozart - Ch'no, Mi Scordi Di Te?",Music,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-x34mk6613v,Sound quality,Classical Music,,,00:05:29,0.0,5.0,29.0,1249538,347:05:38,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-x34mk6613v.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-x34mk6613v,07cf6e421c5341b19927f699e307ed76,cpb-aacip-15-x34mk6613v__MS20071113_.mp3,IMPORT_ID,Collection,,"Unforgettable stories from everyday people, produced and directed by Tony Kahn. Morning Stories was the first weekly podcast in public broadcasting, as well as being featured in the launch of the iTunes podcast store. MORNING STORIES earned a number of awards, including a Gabriel and a medal from the New York International Festival.Pianist Cathy Fuller digs deep and finds her inner Mozart.",Public Affairs,"OrderedDict([(u'creator', u'Kahn, Tony'), (u'creatorRole', u'Producer')])",Digital,,
cpb-aacip/211-8605qxjs,Sound quality,Classical Music,,,01:00:00?,0.0,30.0,1.0,1251339,347:35:39,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_211-8605qxjs.pbcore,http://americanarchive.org/catalog/cpb-aacip_211-8605qxjs,a8fcf98ce1584ea8b2fc99f53d0ac623,cpb-aacip-211-8605qxjs.mp3,VPR,Series,,"OrderedDict([(u'@descriptionType', u'Clip'), ('#text', u""Dianna Fanning and Diuewke Schreuder perform 7 variations on a theme of\n    Mozart's The Magic Flute, composed by Ludwig van Beethoven, Elegie Opus 24\n    by Gabriel Faure, and The Sonata written in 1915 by Claude Debussy."")])",Music,"Beethoven, Ludwig van, 1770-1827|Faure, Gabriel, 1845-1924|Debussy, Claude, 1862-1918",1/4 inch audio tape,,
cpb-aacip/15-95j9kwkf,Sound quality,Classical Music,,,00:57:22,0.0,57.0,22.0,1254781,348:33:01,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-95j9kwkf.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-95j9kwkf,41cd8c4ba1994874b1dc07f1c10e220a,cpb-aacip-15-95j9kwkf.mp3,MARS Source Creation Order,Series,,"Live on pro musica a performance by Michael Boriskin , pianist Mozart:
    Sonata in a minor, ~18 min. Liszt: Etude in D-flat major, ~5 min. Griffes:
    Sonata, 14:40 Engineer: Steve Colby Dolby A 80-0154-02-11-001 Morning Pro
    Musica: Michael Boriskin 2/11/1980",Music,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/300-70msbp8c,Sound quality,Classical Music,,,00:30:00?,1.0,31.0,31.0,1260272,350:04:32,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_300-70msbp8c.pbcore,http://americanarchive.org/catalog/cpb-aacip_300-70msbp8c,53b570bcff07423e9a03c1a52d9c6c67,cpb-aacip-300-70msbp8c.mp3,Interlochen Center for the Arts,Program,"""IAC World Youth Symphony Orchestra (229th program, 71st season)""","Interlochen Arts Camp, World Youth Symphony Orchestra, 1998, Mozart, Dukas, Debussy, violin viola, cello, tuba, flute, oboe, bassoon, horn, double bass, cello, trumpet, trombone",Music,,DAT,,
cpb-aacip/300-62f7m7mm,Sound quality,Classical Music,,,00:30:00?,1.0,11.0,47.0,1264579,351:16:19,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_300-62f7m7mm.pbcore,http://americanarchive.org/catalog/cpb-aacip_300-62f7m7mm,ffbf77db97b7433098bd636058bc3cea,cpb-aacip-300-62f7m7mm.mp3,Interlochen Center for the Arts,Program,"""University Sinfonietta (294th program, 54th season)""","OrderedDict([(u'@descriptionType', u'Description'), ('#text', u'Location: Interlochen Public Radio Archives')])",Music,,1/4 inch audio tape,,
cpb-aacip/300-12m64224,Sound quality,Classical Music,,,00:30:00?,0.0,26.0,0.0,1266139,351:42:19,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_300-12m64224.pbcore,http://americanarchive.org/catalog/cpb-aacip_300-12m64224,866f94fc93f646408365096c9f55096f,cpb-aacip-300-12m64224.mp3,Asset ID,Program,"""Interlochen Arts Academy (IAA) Orchestra and Madrigal Singers - Part
    II of II (92nd program, 1st season)""","OrderedDict([(u'@descriptionType', u'Description'), ('#text', u'Location: Interlochen Public Radio Archives')])",Music,,1/4 inch audio tape,,
cpb-aacip/189-182jm7sp,Sound quality,Classical Music,,,Unknown,0.0,44.0,55.0,1268834,352:27:14,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_189-182jm7sp.pbcore,http://americanarchive.org/catalog/cpb-aacip_189-182jm7sp,b89f0eb88a4c4a1280be7273266b7353,cpb-aacip-189-182jm7sp.h264.mp4,,Series,,"This episode is a concert given by the New Arts Trio at Kilbourn Hall at the Eastman School of Music. The pieces performed include: Trio in E, K. 542, by W.A. Mozart; Trio in B, op. 8, by Johannes Brahms; and Trio in D Minor, op. 120, by Gabriel Faure. This episode also includes an interview with the members of the New Arts Trio. This is part two of two of the episode.",Music,"Striks, David|Striks, David",3/4 inch videotape: U-matic,,
cpb-aacip/189-49t1g62v,Sound quality,Classical Music,,,1500.0,0.0,59.0,52.0,1272426,353:27:06,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_189-49t1g62v.pbcore,http://americanarchive.org/catalog/cpb-aacip_189-49t1g62v,126a9c08b66c4c86a553d52bebe0cddc,cpb-aacip-189-49t1g62v.h264.mp4,,Series,,"This episode is a concert given by the New Arts Trio at Kilbourn Hall at the Eastman School of Music. The pieces performed include: Trio in E, K. 542, by W.A. Mozart; Trio in B, op. 8, by Johannes Brahms; and Trio in D Minor, op. 120, by Gabriel Faure. This episode also includes an interview with the members of the New Arts Trio. This is part one of two of the episode.",Music,"Striks, David|Striks, David",3/4 inch videotape: U-matic,,
cpb-aacip/15-24jm6cvp,Sound quality,Classical Music,,,00:56:10,0.0,56.0,10.0,1275796,354:23:16,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-24jm6cvp.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-24jm6cvp,a6e663030c484f4c96487129383430ae,cpb-aacip-15-24jm6cvp.mp3,MARS Source Creation Order,Series,,"Morning pro musica Richard Knisely, substitute host Pery Carter, engineer
    2/22/1988 Live on pro musica a performance by members of the Richmond
    Performance Series: Karol Bennett, soprano Nancy Bracken, violin Mark
    Ludwig, viola David Finch, cello Neil Anderson, guitar Tom Martin, clarinet
    Program: Rebecca Clarke: Prelude, Allegro and Pastorale for viola and
    clarinet Britten: Englis Folksong Arrangements for soprano and guitar
    Mozart: Flute Quartet in D, K.285 Phil Verlieb: Five Haiku for soprano and
    guiar 7.5 ips stereo 10 reel tails out ~60 min. Dolby Morning Pro Musica,
    Artist / Richmond Performance Series, 88-0154-02-16-001",Music,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-97kps7j2,Sound quality,Classical Music,,,00:55:45,0.0,55.0,45.0,1279141,355:19:01,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-97kps7j2.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-97kps7j2,7288d0c1846c4fa1b1791517eb72e85f,cpb-aacip-15-97kps7j2.mp3,MARS Source Creation Order,Series,,"Morning pro musica Robert J. Lurtsema, host Melanie Berzon, engineer
    4/13/1988 Live on pro musica a performance by the Coull String Quartet:
    Roger Coull, violin Phillip Gallaway, violin David Curtis, viola John Todd,
    cello Program: Haydn: Quartet in C, Op.33 #3, The Bird Mozart: Quartet in
    B-flat, K. 458 The Hunt Morning Pro Musica, Coull String Quartet,
    88-0154-04-13-001",Music,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-76rxwthr,Sound quality,Classical Music,,,00:56:09,0.0,56.0,9.0,1282510,356:15:10,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-76rxwthr.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-76rxwthr,b8938b2ae1b54c7082d8fd4d3175aa49,cpb-aacip-15-76rxwthr.mp3,MARS Source Creation Order,Series,,"Morning pro musica Richard Knisely, guest host Perry Carter, engineer
    4/5/1988 Live on pro musica a performance by Eric Stumacher, piano &
    Phillip Levy, violin Program: Brahms: Scherzo from the F-A-E Sonata
    Prokofiev: Five Melodies Op. 35 Mozart: Sonata for violin & piano in
    B-flat, K. 454 7.5 ips stereo 10 reel tails out ~60 min. Dolby Morning Pro
    Musica, Eric Stumacher/ Phillip Levy, 88-0154-04-05-001",Music,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/305-32d7wpwq,Sound quality,Classical Music,,,00:35:17,0.0,35.0,52.0,1284662,356:51:02,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_305-32d7wpwq.pbcore,http://americanarchive.org/catalog/cpb-aacip_305-32d7wpwq,82eb32281db140f1a0ef000a0562c287,cpb-aacip-305-32d7wpwq.mp3,SCUA,Series,,"Part one of a joint recital with Walter Chestnut on trumpet and John King on organ, held in the Bowker Auditorium in May 1972. The performance includes: ""Toccata"" by John Battista Martini, arranged by Marie-Claire Alain, performed by Chestnut and King; ""Fantasia in F minor for a mechanical organ"" by Wolfgang Mozart, performed by King; ""Offertoire: Vive le Roy des Parisiens"" by Andre Raison, performed by Chestnut, King, oboists Charles Lehrer and Laurie Applebee, flautists Joanne Tanner and Heidi Straub, and percussionist Peter Tanner; ""Overture in D major"" by Georg Philipp Telemann, performed by Chestnut and pianist Dorothy Ornest; and ""Sonata for Organ"" by Ernst Krenek performed by King.",Music,,1/4 inch audio tape,,
cpb-aacip/75-81wdc5kz,Sound quality,Classical Music,,,02:00:39,2.0,0.0,40.0,1291902,358:51:42,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_75-81wdc5kz.pbcore,http://americanarchive.org/catalog/cpb-aacip_75-81wdc5kz,c392687489fd4ffa9b1e9209d161621e,cpb-aacip-75-81wdc5kz.h264.mp4,http://americanarchiveinventory.org,Series,MetroArts/Thirteen,MA0202B Tuesday,Fine Arts,,DVCAM,,
cpb-aacip/75-64gmspck,Sound quality,Classical Music,,,02:00:41,2.0,0.0,41.0,1299143,360:52:23,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_75-64gmspck.pbcore,http://americanarchive.org/catalog/cpb-aacip_75-64gmspck,0dd4618344e64922bb3f48ed62288bae,cpb-aacip-75-64gmspck.h264.mp4,http://americanarchiveinventory.org,Series,MetroArts/Thirteen,MA 0419B Monday / MA 042506 Sunday 6PM,Fine Arts,,DVCAM,,
cpb-aacip/41-10jsxv16,Sound quality,Classical Music,,,00:56:47:00,0.0,57.0,29.0,1302592,361:49:52,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_41-10jsxv16.pbcore,http://americanarchive.org/catalog/cpb-aacip_41-10jsxv16,e1124e6792a84dd0a40116e70d6f0599,cpb-aacip-41-10jsxv16.h264.mp4,SCETV SeriesCode,Series,,No description available,Performing Arts,"OrderedDict([(u'creator', u'DAKERS,B.'), (u'creatorRole', u'Director')])",DVCPRO,,
cpb-aacip/15-cf9j38km28,Sound quality,Classical Music,,,00:08:40;01,0.0,8.0,30.0,1303102,361:58:22,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-cf9j38km28.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-cf9j38km28,62d589ddbe7247fcab8e97eaa4bc49e6,cpb-aacip-15-cf9j38km28__barcode340198_.h264.mp4,UOI_ID,Series,,"Setting up in studio booth for a digital recording of the Boston Symphony Orchestra. Closeups on SoundStream tape decks. Closeup on TELARC NEOTEK sound board. Seiji Ozawa conducts Boston Symphony Orchestra in rehearsal with Yo-Yo Ma playing Monn-Schoenberg cello concerto, which they're recording. Ozawa talks with audio engineers.",News,,Digital,,
cpb-aacip/15-9351cn84,Sound quality,Classical Music,,,00:00:30,0.0,26.0,35.0,1304697,362:24:57,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-9351cn84.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-9351cn84,bc1080236fcd49fd8b1b00039de0ee40,cpb-aacip-15-9351cn84.h264.mp4,MARS Source Creation Order,Series,,No description available,,"OrderedDict([(u'creator', u'Media Library and Archives'), (u'creatorRole', u'Production Unit')])",Betacam,created,1970-10-14
cpb-aacip/15-15bcc9kk,Sound quality,Classical Music,,,00:54:45,0.0,55.0,18.0,1308015,363:20:15,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-15bcc9kk.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-15bcc9kk,81072d99dfe2477bad00710c5e55421a,cpb-aacip-15-15bcc9kk.mp3,MARS Asset Record ID,Series,,"OrderedDict([(u'@descriptionType', u'Description'), ('#text', u'Oberon Overture / Weber Symphony No. 5 / Williams')])",Music,"Radio|Weber, Carl Maria von|Williams, Ralph Vaughan",1/4 inch audio tape,,
cpb-aacip/15-br8mc8rk4z,Sound quality,Classical Music,,,00:04:31;12,0.0,4.0,20.0,1308275,363:24:35,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-br8mc8rk4z.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-br8mc8rk4z,481439e8b3384e6594c481bd7cfd6d9c,cpb-aacip-15-br8mc8rk4z__barcode340193_.h264.mp4,UOI_ID,Series,,Composer John Harbison working with Boston Symphony Orchestra conductor Seiji Ozawa on a piece commissioned by the BSO. Interview Harbison on his composing process and what he wants to listener to get out of his work. Ozawa leads the BSO in rehearsal of Harbison's work. Violinist Joel Smirnoff in back of orchestra.,News,,Digital,,
cpb-aacip/114-70zpcgp1,Sound quality,Classical Music,,,00:58:40,0.0,59.0,3.0,1311818,364:23:38,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_114-70zpcgp1.pbcore,http://americanarchive.org/catalog/cpb-aacip_114-70zpcgp1,f6ece81016e945b0a62156a5ff49c26e,cpb-aacip-114-70zpcgp1.h264.mp4,,Series,,"A look at the summer home of the Boston Symphony Orchestra in Lenox, MA",Documentary,"OrderedDict([(u'creator', u'Ron Nicodemus'), (u'creatorRole', u'Director')])",Betacam,,
cpb-aacip/15-0000000225,Sound quality,Classical Music,,,00:14:37:09,0.0,59.0,49.0,1315407,365:23:27,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-0000000225.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-0000000225,a0368339ed084de29c8185c4b8f210d7,cpb-aacip-15-0000000225__barcode345069_.h264.mp4,IMPORT_ID,Series,,William Steinberg Conducting: Holst: Venus and Jupiter; Beethoven: Symphony No. 6 in F op. 68,Music,,Digital,,
cpb-aacip/15-tm71v5bs76,Sound quality,Classical Music,,,00:59:19:24,0.0,59.0,20.0,1318967,366:22:47,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-tm71v5bs76.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-tm71v5bs76,8df594a3e0b545149d66d4a48cfe194b,cpb-aacip-15-tm71v5bs76__barcode345124_.h264.mp4,IMPORT_ID,Series,,Steinberg Conducting: Holst; Elgar.,Music,,Digital,,
cpb-aacip/15-0c4sj19k7b,Sound quality,Classical Music,,,00:59:28:27,0.0,59.0,29.0,1322536,367:22:16,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-0c4sj19k7b.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-0c4sj19k7b,fa46a0341c644612abcd19c9fad0541b,cpb-aacip-15-0c4sj19k7b__barcode345073_.h264.mp4,IMPORT_ID,Series,,Seiji Ozawa conducting Charles Ives?s Central Park In The dark and Richard Strauss?s Ein Heldenleben.,Music,,Digital,,
cpb-aacip/15-7h1dj58k3c,Sound quality,Classical Music,,,00:59:26:09,0.0,59.0,26.0,1326102,368:21:42,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-7h1dj58k3c.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-7h1dj58k3c,e4b137bfce1240cbb7084c52a6af5b8a,cpb-aacip-15-7h1dj58k3c__barcode345074_.h264.mp4,IMPORT_ID,Series,,Ozawa Conducting: Bach; Beethoven,Music,,Digital,,
cpb-aacip/15-5x2599z33v,Sound quality,Classical Music,,,01:03:15:29,1.0,3.0,16.0,1329898,369:24:58,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-5x2599z33v.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-5x2599z33v,202179aad04a445fa53a34466cf26720,cpb-aacip-15-5x2599z33v__barcode337595_.h264.mp4,IMPORT_ID,Series,,Ozawa Conducting: Respighi; Saint-Saens; Nielsen,Music,,Digital,,
cpb-aacip/15-9p2w37kx19,Sound quality,Classical Music,,,01:17:02:24,1.0,17.0,3.0,1334521,370:42:01,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-9p2w37kx19.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-9p2w37kx19,ef203b1b1dd24e1599d946d7bcf46ad0,cpb-aacip-15-9p2w37kx19__barcode345117_.h264.mp4,IMPORT_ID,Series,,Ozawa Conducting: Crumb; Bernstein; Ives,Music,,Digital,,
cpb-aacip/15-hq3rv0d41x,Sound quality,Classical Music,,,00:59:36:04,0.0,59.0,36.0,1338097,371:41:37,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-hq3rv0d41x.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-hq3rv0d41x,180c5e8226b74e47b2d7c5bf49a51e21,cpb-aacip-15-hq3rv0d41x__barcode349601_.h264.mp4,IMPORT_ID,Series,,Thomas Conducting: Schoenberg; Brahms,Music,,Digital,,
cpb-aacip/15-8g8ff3m344,Sound quality,Classical Music,,,00:41:33:23,0.0,41.0,34.0,1340591,372:23:11,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-8g8ff3m344.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-8g8ff3m344,56f6c6647c6347d1b55ae61a9dad4de9,cpb-aacip-15-8g8ff3m344__barcode345132_.h264.mp4,IMPORT_ID,Series,,Ozawa Conducting: Crumb; Bernstein; Ives,Music,,Digital,,
cpb-aacip/15-h41jh3d84n,Sound quality,Classical Music,,,00:49:15:24,0.0,49.0,16.0,1343547,373:12:27,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-h41jh3d84n.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-h41jh3d84n,7ea847e603294dee8cd226d1d0ad1ac5,cpb-aacip-15-h41jh3d84n__barcode337596_.h264.mp4,IMPORT_ID,Series,,Ozawa Conducting: Respighi; Saint-Saens; Nielsen,Music,,Digital,,
