AAPB Unique Identifier (GUID),Type,Value,Timecode IN,Timecode OUT,File Duration,SonyCi ID,Filename
cpb-aacip/55-12m64mr1,Significant speaker voice,"Pepin, Jacques",247,316,1678.362000,33966505fc5444fdbda2a212cc777047,cpb-aacip-55-12m64mr1.h264.mp4
cpb-aacip/55-12m64mr1,Significant speaker voice,"Pepin, Jacques",324,445,1678.362000,33966505fc5444fdbda2a212cc777047,cpb-aacip-55-12m64mr1.h264.mp4
cpb-aacip/55-12m64mr1,Significant speaker voice,"Pepin, Jacques",455,551,1678.362000,33966505fc5444fdbda2a212cc777047,cpb-aacip-55-12m64mr1.h264.mp4
cpb-aacip/55-848pkwxw,Significant speaker voice,"Pepin, Jacques",158,809,1621.845000,9a3e20a83fe142b48b982267747f387c,cpb-aacip-55-848pkwxw.h264.mp4
cpb-aacip/55-848pkwxw,Significant speaker voice,"Pepin, Jacques",817,1218,1621.845000,9a3e20a83fe142b48b982267747f387c,cpb-aacip-55-848pkwxw.h264.mp4
cpb-aacip/55-57np69wd,Significant speaker voice,"Pepin, Jacques",135,351,1681.056000,e6364b8183a54294a0f5107f58ce88a1,cpb-aacip-55-57np69wd.h264.mp4
cpb-aacip/55-57np69wd,Significant speaker voice,"Pepin, Jacques",365,560,1681.056000,e6364b8183a54294a0f5107f58ce88a1,cpb-aacip-55-57np69wd.h264.mp4
cpb-aacip/55-57np69wd,Significant speaker voice,"Pepin, Jacques",601,844,1681.056000,e6364b8183a54294a0f5107f58ce88a1,cpb-aacip-55-57np69wd.h264.mp4
cpb-aacip/55-50gtjk5b,Significant speaker voice,"Pepin, Jacques",148,613,1656.373000,1cfcf95da3fa46b7bb2d9c6e769c1754,cpb-aacip-55-50gtjk5b.h264.mp4
cpb-aacip/55-50gtjk5b,Significant speaker voice,"Pepin, Jacques",625,678,1656.373000,1cfcf95da3fa46b7bb2d9c6e769c1754,cpb-aacip-55-50gtjk5b.h264.mp4
cpb-aacip/55-90rr5ss1,Significant speaker voice,"Pepin, Jacques",157,574,1628.160000,68e399e28c8941f991663dadb6cd0596,cpb-aacip-55-90rr5ss1.h264.mp4
cpb-aacip/55-90rr5ss1,Significant speaker voice,"Pepin, Jacques",581,676,1628.160000,68e399e28c8941f991663dadb6cd0596,cpb-aacip-55-90rr5ss1.h264.mp4
cpb-aacip/55-90rr5ss1,Significant speaker voice,"Pepin, Jacques",695,1175,1628.160000,68e399e28c8941f991663dadb6cd0596,cpb-aacip-55-90rr5ss1.h264.mp4
cpb-aacip/55-483jbcw2,Significant speaker voice,"Pepin, Jacques",158,435,1628.393000,2cb10cdc43364e5b948b28979fb63e94,cpb-aacip-55-483jbcw2.h264.mp4
cpb-aacip/55-483jbcw2,Significant speaker voice,"Pepin, Jacques",445,633,1628.393000,2cb10cdc43364e5b948b28979fb63e94,cpb-aacip-55-483jbcw2.h264.mp4
cpb-aacip/55-483jbcw2,Significant speaker voice,"Pepin, Jacques",761,950,1628.393000,2cb10cdc43364e5b948b28979fb63e94,cpb-aacip-55-483jbcw2.h264.mp4
cpb-aacip/55-59189zgh,Significant speaker voice,"Pepin, Jacques",154,273,1626.558000,f12d579b32e04898b7a9d3fa90e8cd8f,cpb-aacip-55-59189zgh.h264.mp4
cpb-aacip/55-59189zgh,Significant speaker voice,"Pepin, Jacques",292,574,1626.558000,f12d579b32e04898b7a9d3fa90e8cd8f,cpb-aacip-55-59189zgh.h264.mp4
cpb-aacip/55-59189zgh,Significant speaker voice,"Pepin, Jacques",608,658,1626.558000,f12d579b32e04898b7a9d3fa90e8cd8f,cpb-aacip-55-59189zgh.h264.mp4
cpb-aacip/55-203xt7sd,Significant speaker voice,"Pepin, Jacques",139,436,1647.549000,96949508be1845d7bc9ac0a783fcdb6e,cpb-aacip-55-203xt7sd.h264.mp4
cpb-aacip/55-203xt7sd,Significant speaker voice,"Pepin, Jacques",659,735,1647.549000,96949508be1845d7bc9ac0a783fcdb6e,cpb-aacip-55-203xt7sd.h264.mp4
cpb-aacip/55-203xt7sd,Significant speaker voice,"Pepin, Jacques",900,1039,1647.549000,96949508be1845d7bc9ac0a783fcdb6e,cpb-aacip-55-203xt7sd.h264.mp4
cpb-aacip/55-902z434p,Significant speaker voice,"Pepin, Jacques",164,283,1705.553000,07083b328f024824ad16b6ce13971c16,cpb-aacip-55-902z434p.h264.mp4
cpb-aacip/55-902z434p,Significant speaker voice,"Pepin, Jacques",318,478,1705.553000,07083b328f024824ad16b6ce13971c16,cpb-aacip-55-902z434p.h264.mp4
cpb-aacip/55-902z434p,Significant speaker voice,"Pepin, Jacques",670,729,1705.553000,07083b328f024824ad16b6ce13971c16,cpb-aacip-55-902z434p.h264.mp4
cpb-aacip/55-45q846cd,Significant speaker voice,"Pepin, Jacques",147,254,1599.414000,8bf1ec2e87bb45b090941b3ca8c5499b,cpb-aacip-55-45q846cd.h264.mp4
cpb-aacip/55-45q846cd,Significant speaker voice,"Pepin, Jacques",304,707,1599.414000,8bf1ec2e87bb45b090941b3ca8c5499b,cpb-aacip-55-45q846cd.h264.mp4
cpb-aacip/55-01pg53g3,Significant speaker voice,"Pepin, Jacques",152,484,1646.156000,30c538dc93f144bf88a551f06d4c345c,cpb-aacip-55-01pg53g3.h264.mp4
cpb-aacip/55-01pg53g3,Significant speaker voice,"Pepin, Jacques",857,1204,1646.156000,30c538dc93f144bf88a551f06d4c345c,cpb-aacip-55-01pg53g3.h264.mp4
cpb-aacip/55-89r23518,Significant speaker voice,"Pepin, Jacques",146,207,1647.015000,ff92ebdf4ac64926ac7aba3715b8b58f,cpb-aacip-55-89r23518.h264.mp4
cpb-aacip/55-89r23518,Significant speaker voice,"Pepin, Jacques",234,508,1647.015000,ff92ebdf4ac64926ac7aba3715b8b58f,cpb-aacip-55-89r23518.h264.mp4
cpb-aacip/55-89r23518,Significant speaker voice,"Pepin, Jacques",743,924,1647.015000,ff92ebdf4ac64926ac7aba3715b8b58f,cpb-aacip-55-89r23518.h264.mp4
cpb-aacip/55-579s5fd0,Significant speaker voice,"Pepin, Jacques",127,566,1646.597000,093351702d3c45048c966bf432e40e6f,cpb-aacip-55-579s5fd0.h264.mp4
cpb-aacip/55-579s5fd0,Significant speaker voice,"Pepin, Jacques",687,850,1646.597000,093351702d3c45048c966bf432e40e6f,cpb-aacip-55-579s5fd0.h264.mp4
cpb-aacip/55-311nss19,Significant speaker voice,"Pepin, Jacques",140,369,1646.388000,230dc30aa683484eb68dd42185795382,cpb-aacip-55-311nss19.h264.mp4
cpb-aacip/55-311nss19,Significant speaker voice,"Pepin, Jacques",385,771,1646.388000,230dc30aa683484eb68dd42185795382,cpb-aacip-55-311nss19.h264.mp4
cpb-aacip/55-913n6s5h,Significant speaker voice,"Pepin, Jacques",126,467,1646.435000,db70fdcc44654336b6a87a4525dac659,cpb-aacip-55-913n6s5h.h264.mp4
cpb-aacip/55-913n6s5h,Significant speaker voice,"Pepin, Jacques",486,725,1646.435000,db70fdcc44654336b6a87a4525dac659,cpb-aacip-55-913n6s5h.h264.mp4
cpb-aacip/55-0644jnx8,Significant speaker voice,"Pepin, Jacques",139,349,1703.231000,46cf8e98226f4bfb9ed42ba285f8aa85,cpb-aacip-55-0644jnx8.h264.mp4
cpb-aacip/55-0644jnx8,Significant speaker voice,"Pepin, Jacques",390,534,1703.231000,46cf8e98226f4bfb9ed42ba285f8aa85,cpb-aacip-55-0644jnx8.h264.mp4
cpb-aacip/55-0644jnx8,Significant speaker voice,"Pepin, Jacques",551,843,1703.231000,46cf8e98226f4bfb9ed42ba285f8aa85,cpb-aacip-55-0644jnx8.h264.mp4
cpb-aacip/55-2683c8tg,Significant speaker voice,"Pepin, Jacques",138,328,1646.504000,158974b5ea094594a6ca8512926f394b,cpb-aacip-55-2683c8tg.h264.mp4
cpb-aacip/55-2683c8tg,Significant speaker voice,"Pepin, Jacques",377,499,1646.504000,158974b5ea094594a6ca8512926f394b,cpb-aacip-55-2683c8tg.h264.mp4
cpb-aacip/55-2683c8tg,Significant speaker voice,"Pepin, Jacques",556,885,1646.504000,158974b5ea094594a6ca8512926f394b,cpb-aacip-55-2683c8tg.h264.mp4
cpb-aacip/55-95j9md0p,Significant speaker voice,"Pepin, Jacques",329,604,1646.017000,021a32fd95a342029f81fd0c64eb33a9,cpb-aacip-55-95j9md0p.h264.mp4
cpb-aacip/55-95j9md0p,Significant speaker voice,"Pepin, Jacques",640,812,1646.017000,021a32fd95a342029f81fd0c64eb33a9,cpb-aacip-55-95j9md0p.h264.mp4
cpb-aacip/55-25x6bff8,Significant speaker voice,"Pepin, Jacques",137,305,1646.342000,b3f92d4037764940b0e1a2c1a58c8006,cpb-aacip-55-25x6bff8.h264.mp4
cpb-aacip/55-25x6bff8,Significant speaker voice,"Pepin, Jacques",400,813,1646.342000,b3f92d4037764940b0e1a2c1a58c8006,cpb-aacip-55-25x6bff8.h264.mp4
cpb-aacip/55-54kkx9sz,Significant speaker voice,"Pepin, Jacques",153,218,1646.435000,0dfb313e07174bfeaad57f409819688f,cpb-aacip-55-54kkx9sz.h264.mp4
cpb-aacip/55-54kkx9sz,Significant speaker voice,"Pepin, Jacques",226,312,1646.435000,0dfb313e07174bfeaad57f409819688f,cpb-aacip-55-54kkx9sz.h264.mp4
cpb-aacip/55-54kkx9sz,Significant speaker voice,"Pepin, Jacques",330,498,1646.435000,0dfb313e07174bfeaad57f409819688f,cpb-aacip-55-54kkx9sz.h264.mp4
cpb-aacip/55-687h51db,Significant speaker voice,"Pepin, Jacques",148,161,1646.435000,eb661e3dc9f84076b88beeac4aece377,cpb-aacip-55-687h51db.h264.mp4
cpb-aacip/55-687h51db,Significant speaker voice,"Pepin, Jacques",186,191,1646.435000,eb661e3dc9f84076b88beeac4aece377,cpb-aacip-55-687h51db.h264.mp4
cpb-aacip/55-687h51db,Significant speaker voice,"Pepin, Jacques",774,791,1646.435000,eb661e3dc9f84076b88beeac4aece377,cpb-aacip-55-687h51db.h264.mp4
cpb-aacip/55-687h51db,Significant speaker voice,"Pepin, Jacques",862,875,1646.435000,eb661e3dc9f84076b88beeac4aece377,cpb-aacip-55-687h51db.h264.mp4
cpb-aacip/55-51vdp6kf,Significant speaker voice,"Pepin, Jacques",128,503,1646.435000,1c32eb7ba79745c1b8cc249323c6af5d,cpb-aacip-55-51vdp6kf.h264.mp4
cpb-aacip/55-51vdp6kf,Significant speaker voice,"Pepin, Jacques",564,825,1646.435000,1c32eb7ba79745c1b8cc249323c6af5d,cpb-aacip-55-51vdp6kf.h264.mp4
cpb-aacip/55-79v16953,Significant speaker voice,"Pepin, Jacques",134,355,1647.038000,b764e80e0cc74e30a2460c50b78ecc8b,cpb-aacip-55-79v16953.h264.mp4
cpb-aacip/55-79v16953,Significant speaker voice,"Pepin, Jacques",363,553,1647.038000,b764e80e0cc74e30a2460c50b78ecc8b,cpb-aacip-55-79v16953.h264.mp4
cpb-aacip/55-79v16953,Significant speaker voice,"Pepin, Jacques",729,930,1647.038000,b764e80e0cc74e30a2460c50b78ecc8b,cpb-aacip-55-79v16953.h264.mp4
cpb-aacip/55-22v42dft,Significant speaker voice,"Pepin, Jacques",150,275,1646.249000,206e396f61f34378a480e00be8c2f3fc,cpb-aacip-55-22v42dft.h264.mp4
cpb-aacip/55-22v42dft,Significant speaker voice,"Pepin, Jacques",325,447,1646.249000,206e396f61f34378a480e00be8c2f3fc,cpb-aacip-55-22v42dft.h264.mp4
cpb-aacip/55-22v42dft,Significant speaker voice,"Pepin, Jacques",540,729,1646.249000,206e396f61f34378a480e00be8c2f3fc,cpb-aacip-55-22v42dft.h264.mp4
cpb-aacip/55-69867mw5,Significant speaker voice,"Pepin, Jacques",140,160,1646.597000,33627b090d01491ab29c3aaffaa6faf8,cpb-aacip-55-69867mw5.h264.mp4
cpb-aacip/55-69867mw5,Significant speaker voice,"Pepin, Jacques",256,267,1646.597000,33627b090d01491ab29c3aaffaa6faf8,cpb-aacip-55-69867mw5.h264.mp4
cpb-aacip/55-69867mw5,Significant speaker voice,"Pepin, Jacques",275,311,1646.597000,33627b090d01491ab29c3aaffaa6faf8,cpb-aacip-55-69867mw5.h264.mp4
cpb-aacip/55-69867mw5,Significant speaker voice,"Pepin, Jacques",443,452,1646.597000,33627b090d01491ab29c3aaffaa6faf8,cpb-aacip-55-69867mw5.h264.mp4
cpb-aacip/55-98z8x8ct,Significant speaker voice,"Pepin, Jacques",131,195,1647.271000,b278d75e2a1249feb1191c0019c68051,cpb-aacip-55-98z8x8ct.h264.mp4
cpb-aacip/55-98z8x8ct,Significant speaker voice,"Pepin, Jacques",243,361,1647.271000,b278d75e2a1249feb1191c0019c68051,cpb-aacip-55-98z8x8ct.h264.mp4
cpb-aacip/55-98z8x8ct,Significant speaker voice,"Pepin, Jacques",379,571,1647.271000,b278d75e2a1249feb1191c0019c68051,cpb-aacip-55-98z8x8ct.h264.mp4
cpb-aacip/55-43nvxrrk,Significant speaker voice,"Pepin, Jacques",135,275,1646.388000,030f4b1eaa504b25ac7b5a4660203438,cpb-aacip-55-43nvxrrk.h264.mp4
cpb-aacip/55-43nvxrrk,Significant speaker voice,"Pepin, Jacques",339,499,1646.388000,030f4b1eaa504b25ac7b5a4660203438,cpb-aacip-55-43nvxrrk.h264.mp4
cpb-aacip/55-43nvxrrk,Significant speaker voice,"Pepin, Jacques",708,1047,1646.388000,030f4b1eaa504b25ac7b5a4660203438,cpb-aacip-55-43nvxrrk.h264.mp4
cpb-aacip/55-30prrwz0,Significant speaker voice,"Pepin, Jacques",153,432,1646.365000,67ac04cd8a4d4048a5331cdd0d95e9bd,cpb-aacip-55-30prrwz0.h264.mp4
cpb-aacip/55-30prrwz0,Significant speaker voice,"Pepin, Jacques",563,630,1646.365000,67ac04cd8a4d4048a5331cdd0d95e9bd,cpb-aacip-55-30prrwz0.h264.mp4
cpb-aacip/55-30prrwz0,Significant speaker voice,"Pepin, Jacques",749,966,1646.365000,67ac04cd8a4d4048a5331cdd0d95e9bd,cpb-aacip-55-30prrwz0.h264.mp4
cpb-aacip/309-51hhmmn8r,Sound quality,Dog Bark,5,6,,,
cpb-aacip/15-cf9j38km7t,Sound quality,Dog Bark,306,307,3435.438730,56cd49cb89f049ebac410412adf3c891,cpb-aacip-15-tx3513vb2w__barcode301286-1_.h264.mp4
cpb-aacip/15-cf9j38km7t,Sound quality,Dog Bark,720,721,3435.438730,56cd49cb89f049ebac410412adf3c891,cpb-aacip-15-tx3513vb2w__barcode301286-1_.h264.mp4
cpb-aacip/15-cf9j38km7t,Sound quality,Dog Bark,733,734,3435.438730,56cd49cb89f049ebac410412adf3c891,cpb-aacip-15-tx3513vb2w__barcode301286-1_.h264.mp4
cpb-aacip/15-cf9j38km7t,Sound quality,Dog Bark,738,739,3435.438730,56cd49cb89f049ebac410412adf3c891,cpb-aacip-15-tx3513vb2w__barcode301286-1_.h264.mp4
cpb-aacip/15-cf9j38km7t,Sound quality,Dog Bark,745,746,3435.438730,56cd49cb89f049ebac410412adf3c891,cpb-aacip-15-tx3513vb2w__barcode301286-1_.h264.mp4
cpb-aacip/60-99n2zcs1,Sound quality,Dog Bark,180,181,1059.549751,935a0e8710da4581bed0032ddd3d14c1,cpb-aacip-60-99n2zcs1.h264.mp4
cpb-aacip/60-99n2zcs1,Sound quality,Dog Bark,587,588,1059.549751,935a0e8710da4581bed0032ddd3d14c1,cpb-aacip-60-99n2zcs1.h264.mp4
cpb-aacip/398-25k98xxv,Sound quality,Dog Bark,102,103,364.321088,be9f9fde6c0b4619bbf9bf4615ad5b11,cpb-aacip-398-25k98xxv.h264.mp4
cpb-aacip/153-56932507,Sound quality,Dog Bark,286,287,1605.822404,8c79a89b0c1342eab5e10af08070cc29,cpb-aacip-153-56932507.h264.mp4
cpb-aacip/153-56932507,Sound quality,Dog Bark,296,297,1605.822404,8c79a89b0c1342eab5e10af08070cc29,cpb-aacip-153-56932507.h264.mp4
cpb-aacip/15-49t1gdhd,Sound quality,Dog Bark,681,687,1664.544979,8a78095395704c1883c13d33c7056c74,cpb-aacip-15-49t1gdhd.mp3
cpb-aacip/15-49t1gdhd,Sound quality,Dog Bark,700,704,1664.544979,8a78095395704c1883c13d33c7056c74,cpb-aacip-15-49t1gdhd.mp3
cpb-aacip/15-49t1gdhd,Sound quality,Dog Bark,732,748,1664.544979,8a78095395704c1883c13d33c7056c74,cpb-aacip-15-49t1gdhd.mp3
cpb-aacip/15-65v6x9rq,Sound quality,Dog Bark,955,963,1722.264979,f1268524b5f34b6ea7cc058d77e57219,cpb-aacip-15-65v6x9rq.mp3
cpb-aacip/120-01bk3n2b,Sound quality,Dog Bark,814,816,1793.253878,ad18a877f1de4219a6d908fa4cb95aa4,cpb-aacip-120-01bk3n2b.h264.mp4
cpb-aacip/120-01bk3n2b,Sound quality,Dog Bark,1003,1005,1793.253878,ad18a877f1de4219a6d908fa4cb95aa4,cpb-aacip-120-01bk3n2b.h264.mp4
cpb-aacip/120-01bk3n2b,Sound quality,Dog Bark,1026,1027,1793.253878,ad18a877f1de4219a6d908fa4cb95aa4,cpb-aacip-120-01bk3n2b.h264.mp4
cpb-aacip/120-92g79rfn,Sound quality,Dog Bark,251,253,1788.284807,d954d8733e9e4d78ae486777faf6f77f,cpb-aacip-120-92g79rfn.h264.mp4
cpb-aacip/75-23612wv9,Sound quality,Dog Bark,2683,2686,3299.927075,13f273d87fb64b5f97176724deb99542,cpb-aacip-75-23612wv9.h264.mp4
cpb-aacip/15-696zw18s5t,Sound quality,Dog Bark,25,26,80.619683,99d95a8823224e51a8d5cb3008914dfa,cpb-aacip-15-696zw18s5t__phy03_vid_zcouch_.h264.mp4
cpb-aacip/394-98mcvs72,Sound quality,Dog Bark,896,897,1776.280091,c0517b11f1b847ee950cf766b34d8055,cpb-aacip-394-98mcvs72.h264.mp4
cpb-aacip/394-98mcvs72,Sound quality,Dog Bark,1025,1026,1776.280091,c0517b11f1b847ee950cf766b34d8055,cpb-aacip-394-98mcvs72.h264.mp4
cpb-aacip/37-08hdr8r6,Sound quality,Dog Bark,868,869,3601.089887,4ab9da6d1e9d463cb77d3c72300d23b7,cpb-aacip-37-08hdr8r6.h264.mp4
cpb-aacip/394-46d25f9q,Sound quality,Dog Bark,255,256,1560.961451,8a866244c0054b7ea3e6bb97aab2e9a3,cpb-aacip-394-46d25f9q.h264.mp4
cpb-aacip/120-31cjt3qb,Sound quality,Dog Bark,200,202,1666.263946,1c8b1c5c6adb4e5598b6c25c8b1bb794,cpb-aacip-120-31cjt3qb.h264.mp4
cpb-aacip/120-45cc2nfs,Sound quality,Dog Bark,1100,1102,1832.240181,150c7d27fad84bd680fd1cd0e2e7a1ed,cpb-aacip-120-45cc2nfs.h264.mp4
cpb-aacip/120-45cc2nfs,Sound quality,Dog Bark,1189,1191,1832.240181,150c7d27fad84bd680fd1cd0e2e7a1ed,cpb-aacip-120-45cc2nfs.h264.mp4
cpb-aacip/120-741rnktg,Sound quality,Dog Bark,1391,1393,1769.848163,4c33aa0cb0b64683a887a1684daf270e,cpb-aacip-120-741rnktg.h264.mp4
cpb-aacip/120-6341p2b9,Sound quality,Dog Bark,1452,1453,1767.828027,0e83c4c8072148518e0107e9d85ab383,cpb-aacip-120-6341p2b9.h264.mp4
cpb-aacip/75-19s1rzjt,Sound quality,Dog Bark,491,493,3579.843628,1d8bafe3c59a4de08eafd6baba556028,cpb-aacip-75-19s1rzjt.h264.mp4
cpb-aacip/75-19s1rzjt,Sound quality,Dog Bark,1480,1501,3579.843628,1d8bafe3c59a4de08eafd6baba556028,cpb-aacip-75-19s1rzjt.h264.mp4
cpb-aacip/153-92t4bk2g,Sound quality,Dog Bark,848,849,1772.100499,c5910667f8e54b8e90704cbc766d04d2,cpb-aacip-153-92t4bk2g.h264.mp4
cpb-aacip/129-54xgxnnr,Sound quality,Dog Bark,1291,1293,1646.318005,135367d43d51450aadbbd28d32cc3651,cpb-aacip-129-54xgxnnr.h264.mp4
cpb-aacip/15-4746q1sz9r,Sound quality,Dog Bark,113,114,215.016979,f655951270e044fba2320480834b8cc5,cpb-aacip-15-4746q1sz9r__MS20080122_.mp3
cpb-aacip/41-88qc02r3,Sound quality,Dog Bark,328,330,1785.150113,e70ec0bc74784465aa6c7cff6a0f3fa5,cpb-aacip-41-88qc02r3.h264.mp4
cpb-aacip/41-88qc02r3,Sound quality,Dog Bark,425,429,1785.150113,e70ec0bc74784465aa6c7cff6a0f3fa5,cpb-aacip-41-88qc02r3.h264.mp4
cpb-aacip/129-8279d16q,Sound quality,Dog Bark,216,217,1199.705397,e39e47076cd14534b5379ab5836e3052,cpb-aacip-129-8279d16q.h264.mp4
cpb-aacip/129-8279d16q,Sound quality,Dog Bark,222,224,1199.705397,e39e47076cd14534b5379ab5836e3052,cpb-aacip-129-8279d16q.h264.mp4
cpb-aacip/153-96wwq88v,Sound quality,Dog Bark,71,72,1769.058685,52771a1da655438eb5495100bbb0a912,cpb-aacip-153-96wwq88v.h264.mp4
cpb-aacip/153-96wwq88v,Sound quality,Dog Bark,201,204,1769.058685,52771a1da655438eb5495100bbb0a912,cpb-aacip-153-96wwq88v.h264.mp4
cpb-aacip/153-96wwq88v,Sound quality,Dog Bark,457,458,1769.058685,52771a1da655438eb5495100bbb0a912,cpb-aacip-153-96wwq88v.h264.mp4
cpb-aacip/15-7s7hq3sf8g,Sound quality,PRI embedded feed,3533,3538,3600.072979,b7f4b693a3734671b44059a581e973bd,cpb-aacip-15-7s7hq3sf8g__20130902TW_.mp3
cpb-aacip/15-445h98zt9c,Sound quality,PRI embedded feed,3533,3538,3600.072979,a780dcabe9af4b65b171a8a9cbd18ec5,cpb-aacip-15-445h98zt9c__20130906TW_.mp3
cpb-aacip/15-0c4sj1b28r,Sound quality,PRI embedded feed,3533,3538,3600.072979,333c1b5bd85044dfbe34062521544dc5,cpb-aacip-15-0c4sj1b28r__20130905TW_.mp3
cpb-aacip/15-sb3ws8j86x,Sound quality,PRI embedded feed,3533,3538,3600.024979,d3f7715f3ed44bd69307371e5992087d,cpb-aacip-15-sb3ws8j86x__20140227TW_.mp3
cpb-aacip/15-nk3610wh53,Sound quality,PRI embedded feed,3533,3538,3600.072979,f5850a73a4264eef828f4c41d75d3d6d,cpb-aacip-15-nk3610wh53__20140304TW_.mp3
cpb-aacip/15-mp4vh5d48z,Sound quality,PRI embedded feed,3532,3537,3584.232979,4bcc26bdcb4140b1afd32aeb29d157a5,cpb-aacip-15-mp4vh5d48z__20130920tw_.mp3
cpb-aacip/15-gx44q7rc7w,Sound quality,PRI embedded feed,3534,3539,3584.280979,f47afd5e24c147d3a3c458e973a2f978,cpb-aacip-15-gx44q7rc7w__20130919TW_.mp3
cpb-aacip/15-c53dz03m5r,Sound quality,PRI embedded feed,3533,3538,3583.824979,80feb4a240454421a63c3ae9c27e6c88,cpb-aacip-15-c53dz03m5r__20130924TW4pm_.mp3
cpb-aacip/15-7d2q52fv3d,Sound quality,PRI embedded feed,3533,3538,3584.232979,4e60938218c849d9982cc8363db27d19,cpb-aacip-15-7d2q52fv3d__20130923tw_.mp3
cpb-aacip/15-3n20c4t30z,Sound quality,PRI embedded feed,3534,3539,3541.344979,4ccd15c9b3f443f6bdae8bd7bdecd819,cpb-aacip-15-3n20c4t30z__20130925TW_.mp3
cpb-aacip/15-zw18k75s0w,Sound quality,PRI embedded feed,3534,3539,3584.880979,fefd9403242949819e057248e9f75e3d,cpb-aacip-15-zw18k75s0w__20130924TW6pm_.mp3
cpb-aacip/15-37hqc8tc,Significant speaker voice,"Galbraith, John Kenneth",90,133,1763.016000,8c8a9628d4984f3191559e2f484fb95e,cpb-aacip-15-37hqc8tc.mp3
cpb-aacip/15-37hqc8tc,Significant speaker voice,"Galbraith, John Kenneth",138,275,1763.016000,8c8a9628d4984f3191559e2f484fb95e,cpb-aacip-15-37hqc8tc.mp3
cpb-aacip/15-37hqc8tc,Significant speaker voice,"Galbraith, John Kenneth",283,343,1763.016000,8c8a9628d4984f3191559e2f484fb95e,cpb-aacip-15-37hqc8tc.mp3
cpb-aacip/15-09w0w20j,Significant speaker voice,"Galbraith, John Kenneth",5,45,3566.328000,2425c211b0354460a0c03fa149050663,cpb-aacip-15-09w0w20j.mp3
cpb-aacip/15-09w0w20j,Significant speaker voice,"Galbraith, John Kenneth",51,74,3566.328000,2425c211b0354460a0c03fa149050663,cpb-aacip-15-09w0w20j.mp3
cpb-aacip/15-09w0w20j,Significant speaker voice,"Galbraith, John Kenneth",80,196,3566.328000,2425c211b0354460a0c03fa149050663,cpb-aacip-15-09w0w20j.mp3
cpb-aacip/15-5269pnck,Significant speaker voice,"Galbraith, John Kenneth",253,626,3073.200000,3945e88bdd554fe782458e171ad587e8,cpb-aacip-15-5269pnck.mp3
cpb-aacip/15-33rv1g86,Significant speaker voice,"Galbraith, John Kenneth",135,178,1692.048000,bd00eab6955442e2bb54f6f4beea228f,cpb-aacip-15-33rv1g86.mp3
cpb-aacip/15-33rv1g86,Significant speaker voice,"Galbraith, John Kenneth",187,267,1692.048000,bd00eab6955442e2bb54f6f4beea228f,cpb-aacip-15-33rv1g86.mp3
cpb-aacip/15-33rv1g86,Significant speaker voice,"Galbraith, John Kenneth",343,368,1692.048000,bd00eab6955442e2bb54f6f4beea228f,cpb-aacip-15-33rv1g86.mp3
cpb-aacip/15-51vdnr4t,Significant speaker voice,"Galbraith, John Kenneth",582,800,1852.728000,d963fee77f194b4b9e4572f7c67d0b31,cpb-aacip-15-51vdnr4t.mp3
cpb-aacip/15-51vdnr4t,Significant speaker voice,"Galbraith, John Kenneth",807,891,1852.728000,d963fee77f194b4b9e4572f7c67d0b31,cpb-aacip-15-51vdnr4t.mp3
cpb-aacip/15-51vdnr4t,Significant speaker voice,"Galbraith, John Kenneth",915,962,1852.728000,d963fee77f194b4b9e4572f7c67d0b31,cpb-aacip-15-51vdnr4t.mp3
cpb-aacip/500-qz22h510,Significant speaker voice,"Galbraith, John Kenneth",413,616,3514.680000,a5672662319e4beca4759616810666f6,cpb-aacip-500-qz22h510.mp3
cpb-aacip/500-qz22h510,Significant speaker voice,"Galbraith, John Kenneth",2536,2667,3514.680000,a5672662319e4beca4759616810666f6,cpb-aacip-500-qz22h510.mp3
cpb-aacip/500-qz22h510,Significant speaker voice,"Galbraith, John Kenneth",2773,2856,3514.680000,a5672662319e4beca4759616810666f6,cpb-aacip-500-qz22h510.mp3
cpb-aacip/15-89d51w7n,Significant speaker voice,"Galbraith, John Kenneth",402,538,3333.240000,b66f76124be34dd897eac7cdd1823cd6,cpb-aacip-15-89d51w7n.mp3
cpb-aacip/15-89d51w7n,Significant speaker voice,"Galbraith, John Kenneth",541,620,3333.240000,b66f76124be34dd897eac7cdd1823cd6,cpb-aacip-15-89d51w7n.mp3
cpb-aacip/15-89d51w7n,Significant speaker voice,"Galbraith, John Kenneth",622,789,3333.240000,b66f76124be34dd897eac7cdd1823cd6,cpb-aacip-15-89d51w7n.mp3
cpb-aacip/15-13905z17,Significant speaker voice,"Galbraith, John Kenneth",323,431,6849.768000,cd95130dc3e74fb1930982f74bce8ce3,cpb-aacip-15-13905z17.mp3
cpb-aacip/15-13905z17,Significant speaker voice,"Galbraith, John Kenneth",436,474,6849.768000,cd95130dc3e74fb1930982f74bce8ce3,cpb-aacip-15-13905z17.mp3
cpb-aacip/15-13905z17,Significant speaker voice,"Galbraith, John Kenneth",6063,6111,6849.768000,cd95130dc3e74fb1930982f74bce8ce3,cpb-aacip-15-13905z17.mp3
cpb-aacip/15-52w3rd2j,Significant speaker voice,"Galbraith, John Kenneth",147,398,3534.672000,f1c2fbbba0a64adcae8976af71e09a54,cpb-aacip-15-52w3rd2j.mp3
